Time (s),Qgen (W),Qsolar (W),Qalbedo (W),Qplanetshine (W),Qout/rad (W),Qstored (W)
77520,19.65,60.68,15.26,24.39,88.6,31.38
77530,11.06,52.59,27.22,11.61,93.94,8.54
77540,17.65,67.66,28.44,18.79,79.08,53.47
77550,10.46,63.4,28.45,24.28,83.63,42.96
77560,13.28,65.24,26.9,19.39,89.5,35.32
77570,17.78,58.29,28.83,20.71,79.26,46.33
77580,17.6,60.14,24.22,24.88,64.37,62.47
77590,11.95,58.62,19.06,20.36,91.84,18.15
77600,19.55,55.83,23.42,23.57,78.8,43.57
77610,11.39,63.29,16.65,10.62,75.62,26.33
77620,18.62,63.77,19.53,13.1,92.5,22.52
77630,18.72,68.67,18.18,19.52,65.78,59.3
77640,14.13,57.52,29.54,16.21,84.11,33.29
77650,10.51,57.09,15.79,21.31,65.75,38.95
77660,12.73,65.43,19.26,16.02,88.06,25.37
77670,19.36,67.86,23.79,22.21,77.62,55.61
77680,19.01,66.31,29.58,20.56,74.41,61.06
77690,11.21,65.64,25.59,20.1,95.21,27.33
77700,19.5,54.29,25.22,24.27,82.67,40.62
77710,10.6,58.81,24.91,23.59,69.55,48.36
77720,10.81,61.68,17.65,13.39,62.06,41.46
77730,19.66,50.6,23.02,19.15,67.76,44.66
77740,18.18,56.3,27.7,16.57,66.52,52.24
77750,11.05,67.41,24.18,23.74,79.06,47.33
77760,14.47,67.47,25.0,12.78,61.31,58.41
77770,16.61,58.51,28.23,11.43,72.59,42.2
77780,14.11,68.94,18.91,11.31,60.43,52.85
77790,10.63,66.22,20.16,11.08,61.53,46.57
77800,13.12,52.86,23.99,19.21,87.49,21.68
77810,13.94,55.57,19.58,13.95,96.89,6.15
77820,12.76,66.96,15.64,11.28,74.06,32.59
77830,13.76,69.69,23.15,24.75,63.49,67.86
77840,13.17,68.0,28.48,17.4,65.1,61.95
77850,12.48,53.49,25.23,24.8,91.29,24.71
77860,12.02,68.28,25.08,10.58,71.25,44.72
77870,13.2,54.09,28.09,19.54,75.01,39.91
77880,19.81,60.37,18.34,13.62,82.3,29.84
77890,11.55,66.44,19.78,24.07,69.83,52.0
77900,18.87,61.54,21.73,16.12,61.45,56.8
77910,18.33,50.95,16.14,16.29,96.76,4.95
77920,10.53,55.71,23.12,22.11,62.67,48.8
77930,16.12,64.31,24.64,18.2,66.08,57.19
77940,11.02,52.55,21.51,24.32,92.94,16.46
77950,17.43,51.01,22.09,18.85,87.99,21.38
77960,13.28,65.59,17.16,22.75,87.09,31.69
77970,16.47,62.99,15.08,13.53,93.14,14.93
77980,19.76,64.01,26.67,10.77,83.25,37.97
77990,19.09,64.2,15.14,21.73,88.87,31.29
78000,14.08,60.51,23.28,11.25,72.63,36.48
78010,17.65,66.97,16.5,11.27,97.82,14.57
78020,10.41,58.53,18.38,24.58,88.59,23.31
78030,10.28,66.99,22.51,23.39,93.1,30.08
78040,15.81,54.95,19.72,14.87,67.55,37.81
78050,15.98,64.35,28.63,20.27,90.99,38.25
78060,19.11,57.9,25.74,16.86,74.25,45.36
78070,17.04,50.18,21.97,11.43,66.0,34.62
78080,13.82,60.64,17.39,10.31,91.58,10.58
78090,17.95,62.2,26.29,23.24,86.47,43.21
78100,12.26,62.44,27.89,22.56,97.43,27.72
78110,18.06,60.37,22.17,14.75,99.71,15.64
78120,18.67,67.66,27.44,21.97,70.98,64.75
78130,12.01,60.86,15.22,16.24,75.54,28.78
78140,12.79,62.07,23.01,19.29,67.41,49.75
78150,17.72,61.08,15.9,21.12,72.72,43.11
78160,10.8,69.85,29.4,24.38,64.42,70.01
78170,14.21,57.68,18.74,13.41,82.65,21.39
78180,12.05,60.63,17.82,23.84,92.79,21.56
78190,17.1,66.25,24.06,11.98,61.42,57.98
78200,16.06,62.73,18.34,17.73,67.78,47.08
78210,11.28,53.34,24.92,13.23,77.23,25.54
78220,19.69,59.96,28.51,17.37,63.42,62.12
78230,19.35,63.76,22.09,12.57,79.87,37.9
78240,16.37,64.78,25.82,16.27,97.81,25.44
78250,18.98,65.61,18.89,20.55,69.57,54.45
78260,18.36,51.28,19.02,14.98,83.0,20.64
78270,11.46,66.94,27.92,17.28,73.98,49.61
78280,14.94,57.42,24.67,24.16,71.43,49.77
78290,17.73,69.78,24.12,21.01,94.8,37.83
78300,15.49,66.9,27.56,11.27,72.4,48.83
78310,15.56,53.43,19.62,12.1,68.72,31.98
78320,14.75,67.65,22.87,10.13,80.05,35.35
78330,14.08,66.12,16.42,11.24,95.98,11.88
78340,14.43,63.8,16.41,22.31,83.55,33.4
78350,19.71,69.18,26.16,16.9,86.75,45.19
78360,15.31,57.78,16.09,18.19,67.54,39.83
78370,13.21,63.46,15.81,13.8,97.94,8.33
78380,14.68,51.5,26.04,16.73,92.27,16.68
78390,18.62,68.62,29.4,11.89,78.45,50.07
78400,13.27,68.0,24.56,21.05,61.85,65.02
78410,14.24,51.69,19.75,10.8,68.23,28.25
78420,16.48,57.37,17.3,10.24,94.09,7.3
78430,11.87,62.58,29.85,12.92,98.74,18.48
78440,15.52,64.91,19.44,19.31,68.38,50.79
78450,12.58,59.55,25.31,14.34,89.29,22.49
78460,18.93,53.74,21.12,20.26,84.74,29.31
78470,17.62,51.79,28.47,13.27,86.65,24.5
78480,13.31,60.19,19.57,20.46,72.91,40.62
78490,14.67,64.5,26.05,21.92,88.11,39.02
78500,19.95,57.4,28.06,18.6,70.51,53.51
78510,18.28,59.98,28.37,15.73,78.52,43.85
78520,19.66,63.01,15.0,17.61,99.1,16.18
78530,18.57,54.28,21.75,19.51,81.29,32.83
78540,13.78,63.0,26.02,23.56,82.33,44.04
78550,17.66,57.68,24.46,15.88,96.34,19.33
78560,12.0,55.67,15.28,12.77,67.55,28.17
78570,19.26,55.02,17.84,12.04,74.84,29.32
78580,14.76,54.28,21.81,11.5,94.13,8.22
78590,12.32,64.04,17.7,22.12,60.74,55.44
78600,10.51,67.88,16.5,22.96,65.52,52.32
78610,12.07,60.45,21.09,11.93,63.55,41.99
78620,10.55,59.95,27.54,23.96,74.65,47.35
78630,17.48,52.82,29.59,16.06,62.79,53.16
78640,10.15,57.34,18.43,16.43,81.7,20.65
78650,11.68,57.81,19.56,17.8,87.62,19.24
78660,19.47,67.64,23.34,23.28,98.01,35.73
78670,10.73,69.81,23.44,16.7,89.28,31.4
78680,14.08,51.76,21.46,13.06,65.98,34.38
78690,15.53,59.83,20.85,13.82,97.43,12.6
78700,19.1,60.01,28.03,13.1,83.44,36.79
78710,10.88,63.01,28.2,21.1,97.37,25.83
78720,17.06,53.24,19.49,16.98,64.42,42.35
78730,19.44,68.13,28.63,16.6,95.71,37.09
78740,13.65,54.97,15.95,23.95,81.32,27.21
78750,10.66,65.56,27.46,12.87,74.16,42.38
78760,19.62,66.32,19.9,19.1,60.53,64.42
78770,10.25,55.4,16.7,19.14,71.34,30.15
78780,18.74,53.7,24.76,10.87,89.76,18.31
78790,15.95,67.99,24.2,22.31,66.3,64.14
78800,18.44,53.08,29.07,22.24,79.37,43.46
78810,13.53,51.5,16.83,17.8,84.38,15.27
78820,10.43,51.25,18.81,21.58,65.67,36.4
78830,18.72,52.52,26.39,16.19,95.05,18.76
78840,13.23,58.51,26.9,10.35,89.38,19.6
78850,13.43,55.8,22.92,10.16,87.28,15.04
78860,17.02,58.15,16.8,11.56,88.62,14.91
78870,17.61,60.49,19.2,14.91,64.79,47.42
78880,18.5,68.21,23.34,20.4,88.52,41.93
78890,12.35,57.27,17.26,10.89,67.65,30.12
78900,14.9,53.53,23.45,10.35,70.38,31.85
78910,13.21,68.6,27.77,20.28,80.37,49.48
78920,13.61,63.9,15.09,11.4,63.03,40.97
78930,13.3,62.62,24.44,24.51,86.16,38.71
78940,10.45,62.87,21.95,24.18,79.95,39.49
78950,14.26,56.69,27.14,21.68,72.89,46.88
78960,13.71,63.14,28.49,19.33,82.74,41.93
78970,19.23,54.45,29.09,23.81,67.04,59.54
78980,17.45,57.11,15.39,24.29,68.83,45.41
78990,18.64,65.71,27.22,18.99,89.69,40.86
79000,16.85,50.15,23.82,19.88,77.86,32.84
79010,15.29,64.14,15.13,16.0,89.03,21.53
79020,13.55,63.08,27.44,12.2,62.82,53.45
79030,11.46,63.1,27.96,10.06,85.96,26.62
79040,10.38,65.51,17.22,16.69,69.23,40.58
79050,12.19,51.72,20.48,11.59,72.64,23.34
79060,14.04,56.35,29.72,13.93,98.28,15.76
79070,17.76,53.9,28.52,16.25,61.76,54.67
79080,12.7,54.36,28.98,12.18,67.32,40.9
79090,13.13,56.3,15.44,10.58,97.55,-2.1
79100,18.54,60.04,24.37,18.17,61.55,59.57
79110,14.7,69.0,15.81,20.47,64.51,55.47
79120,17.53,57.39,17.13,10.74,75.25,27.54
79130,13.01,57.85,16.96,10.19,74.74,23.27
79140,15.72,54.32,17.92,24.29,89.07,23.2
79150,10.28,62.15,16.25,15.1,70.65,33.12
79160,11.53,68.88,28.65,15.53,87.29,37.3
79170,19.54,66.18,19.17,21.89,64.81,61.97
79180,19.03,63.37,15.4,17.91,89.46,26.25
79190,17.77,68.42,26.76,12.98,86.72,39.21
79200,13.94,50.5,20.8,11.85,95.02,2.06
79210,13.12,59.26,26.68,11.8,91.68,19.18
79220,18.72,65.3,26.05,24.74,86.61,48.19
79230,14.21,54.32,16.34,20.61,90.04,15.45
79240,11.42,68.62,20.84,14.03,87.46,27.45
79250,10.28,60.22,20.32,20.88,85.71,25.99
79260,14.67,57.6,16.84,20.13,95.14,14.1
79270,18.07,68.11,20.65,20.55,90.83,36.54
79280,15.19,62.53,18.79,17.71,69.24,44.97
79290,18.29,56.49,24.05,20.89,68.89,50.84
79300,19.61,50.07,22.47,11.42,81.52,22.07
79310,12.45,63.91,24.63,23.76,93.3,31.46
79320,13.41,64.37,28.78,24.59,76.8,54.35
79330,10.31,53.57,27.66,17.88,80.67,28.74
79340,19.99,54.99,29.54,16.39,92.41,28.5
79350,12.54,62.95,26.08,19.81,88.17,33.21
79360,17.22,61.25,26.64,16.89,75.01,47.0
79370,19.78,56.94,22.86,22.63,90.95,31.26
79380,18.12,53.29,21.25,20.23,95.43,17.46
79390,15.77,68.01,26.7,17.92,95.43,32.96
79400,11.46,56.55,15.97,23.68,91.85,15.82
79410,18.15,61.42,15.41,22.1,76.3,40.78
79420,19.61,54.16,19.98,17.62,94.88,16.49
79430,15.29,57.2,22.71,22.11,99.15,18.16
79440,14.35,54.24,21.8,22.09,64.2,48.28
79450,19.84,51.95,23.11,14.62,69.45,40.07
79460,15.42,62.38,29.32,15.0,85.94,36.18
79470,15.28,57.75,19.46,10.93,74.18,29.25
79480,10.17,55.97,29.28,22.57,65.59,52.4
79490,17.97,57.04,15.99,19.44,81.85,28.6
79500,17.64,65.24,28.08,13.55,90.86,33.65
79510,19.87,62.66,29.69,12.07,97.94,26.35
79520,15.56,57.65,21.74,17.66,76.29,36.32
79530,17.32,52.59,28.7,15.0,64.18,49.43
79540,14.15,65.22,28.4,13.53,66.75,54.56
79550,17.83,62.78,20.37,19.58,86.29,34.27
79560,12.13,51.49,24.34,21.3,62.47,46.79
79570,17.86,62.32,23.25,22.33,89.09,36.68
79580,10.25,55.38,27.92,18.42,95.78,16.19
79590,12.09,59.12,26.1,13.04,80.23,30.13
79600,17.93,51.86,19.25,22.08,82.23,28.88
79610,14.22,65.7,16.4,22.82,95.11,24.03
79620,14.27,66.83,18.88,12.08,78.04,34.01
79630,19.36,57.6,24.71,16.97,64.93,53.71
79640,15.79,65.04,18.94,20.91,92.46,28.22
79650,12.53,65.2,17.6,11.07,89.89,16.51
79660,14.81,57.06,20.66,21.11,94.67,18.97
79670,16.27,65.9,21.99,21.35,60.66,64.84
79680,18.2,52.98,28.15,10.71,99.21,10.83
79690,12.31,65.63,15.24,13.54,97.13,9.58
79700,17.11,56.88,27.28,24.97,89.68,36.56
79710,12.52,53.39,28.7,14.02,71.81,36.81
79720,10.05,50.76,23.01,16.1,62.12,37.81
79730,12.26,67.73,19.05,12.79,79.71,32.13
79740,18.83,56.79,17.54,22.56,91.74,23.98
79750,16.7,59.36,29.22,13.89,79.61,39.58
79760,15.67,61.39,27.49,16.69,84.0,37.25
79770,11.31,57.27,15.07,11.57,95.22,0.0
79780,12.61,51.93,19.15,21.56,96.82,8.44
79790,12.67,53.85,25.1,24.35,68.19,47.78
79800,19.25,55.03,26.58,17.58,96.8,21.64
79810,17.63,52.07,21.98,18.44,61.82,48.3
79820,13.23,57.82,19.04,11.07,72.92,28.24
79830,14.4,57.47,29.39,11.66,92.77,20.15
79840,12.48,51.41,16.24,15.31,82.06,13.37
79850,15.67,50.48,26.65,11.27,72.88,31.19
79860,18.75,65.89,19.85,19.03,91.94,31.59
79870,18.93,63.32,16.84,13.79,90.8,22.09
79880,15.77,69.69,18.47,21.11,98.39,26.64
79890,11.39,69.06,15.8,19.98,95.38,20.86
79900,14.29,66.09,29.19,12.76,97.73,24.61
79910,18.97,57.4,21.87,15.98,63.52,50.7
79920,19.37,52.03,25.8,17.63,83.28,31.55
79930,15.39,61.28,19.63,17.85,83.91,30.23
79940,10.78,58.05,18.87,20.94,95.23,13.41
79950,18.66,68.14,23.04,21.38,61.96,69.26
79960,11.01,61.26,18.8,23.09,77.98,36.19
79970,12.36,60.73,16.22,22.88,90.78,21.41
79980,11.36,50.86,26.6,12.5,76.85,24.46
79990,14.01,68.32,22.93,16.91,70.4,51.77
80000,12.74,50.34,15.15,20.42,92.54,6.11
80010,19.18,55.37,21.67,16.38,62.17,50.43
80020,11.72,64.84,18.37,12.35,79.01,28.27
80030,18.59,53.74,29.49,24.94,64.16,62.6
80040,19.81,56.49,18.35,12.75,87.18,20.22
80050,11.74,59.84,27.74,19.43,72.0,46.75
80060,18.85,65.89,16.07,15.55,73.57,42.79
80070,11.29,62.8,29.92,16.21,84.07,36.15
80080,10.34,50.87,25.53,12.94,88.87,10.79
80090,12.92,57.59,29.15,16.22,81.0,34.87
80100,16.73,67.67,16.96,22.07,87.79,35.64
80110,19.85,65.62,17.6,23.68,93.46,33.3
80120,16.94,55.51,18.53,23.38,87.07,27.29
80130,12.47,64.84,26.7,24.62,95.07,33.56
80140,14.63,52.85,27.97,14.56,82.56,27.44
80150,19.99,55.83,28.29,15.67,74.88,44.9
80160,14.24,52.48,26.72,16.06,94.06,15.44
80170,11.03,68.91,20.24,24.04,61.66,62.57
80180,16.38,63.51,27.73,18.06,83.5,42.17
80190,18.88,62.81,16.17,11.81,73.8,35.86
80200,11.57,59.7,22.41,19.93,74.73,38.88
80210,15.1,66.03,19.84,24.4,88.14,37.22
80220,17.38,67.66,16.91,13.08,94.08,20.96
80230,14.45,53.89,23.89,11.81,98.36,5.67
80240,14.03,56.27,22.77,23.13,61.21,55.0
80250,18.04,61.02,27.79,18.21,82.1,42.96
80260,19.67,57.02,24.78,17.02,76.86,41.63
80270,18.19,52.92,18.97,15.26,99.6,5.74
80280,16.09,51.99,27.51,17.43,88.06,24.96
80290,10.81,67.51,21.67,15.32,81.88,33.43
80300,16.63,64.86,19.28,10.17,79.17,31.77
80310,10.32,56.63,28.35,23.53,84.14,34.7
80320,17.51,68.39,16.82,17.79,73.32,47.19
80330,16.13,53.18,16.5,11.83,67.52,30.12
80340,16.91,61.26,26.26,21.19,81.98,43.63
80350,18.7,50.94,25.78,22.67,79.84,38.25
80360,15.19,55.59,19.99,22.17,63.27,49.66
80370,19.34,59.85,26.43,16.13,88.88,32.87
80380,16.54,57.78,28.79,24.47,84.93,42.66
80390,10.75,63.73,22.73,13.52,88.47,22.26
80400,11.65,51.21,20.67,22.48,62.07,43.95
80410,13.27,60.31,25.23,21.95,78.74,42.02
80420,19.22,51.22,24.63,17.68,60.87,51.88
80430,12.12,55.86,29.33,21.6,71.49,47.41
80440,15.42,50.76,29.56,17.77,65.71,47.81
80450,13.25,57.95,15.18,21.22,61.63,45.97
80460,13.04,69.41,29.07,12.66,69.59,54.58
80470,13.82,64.18,23.29,22.99,73.0,51.29
80480,13.95,69.15,28.07,23.45,76.97,57.65
80490,10.86,68.18,26.14,13.71,92.17,26.71
80500,10.37,53.17,21.76,12.71,83.39,14.62
80510,15.12,63.73,27.22,17.22,84.47,38.81
80520,18.11,53.93,16.8,23.14,62.86,49.12
80530,15.17,59.75,15.69,10.11,84.14,16.58
80540,18.88,59.06,21.62,19.46,91.1,27.92
80550,12.36,51.62,16.33,23.96,80.66,23.61
80560,13.64,57.82,28.73,12.24,77.81,34.62
80570,14.51,63.75,17.54,16.14,94.57,17.36
80580,13.05,61.67,25.44,20.74,94.62,26.29
80590,15.45,56.65,29.04,21.94,84.12,38.96
80600,11.55,51.76,27.46,22.56,94.87,18.47
80610,13.86,52.12,20.73,20.72,61.03,46.4
80620,16.86,51.85,18.25,23.55,96.55,13.95
80630,13.31,63.32,21.08,14.08,84.6,27.2
80640,16.99,62.6,26.94,24.34,96.96,33.9
80650,16.91,53.01,19.52,13.93,67.97,35.4
80660,16.01,56.74,23.55,13.45,75.6,34.15
80670,17.76,50.87,23.24,22.86,71.75,42.99
80680,18.29,62.11,26.63,22.93,88.06,41.9
80690,18.91,69.75,23.2,19.72,62.43,69.15
80700,19.93,58.82,23.84,20.58,61.34,61.83
80710,13.08,59.46,26.66,10.77,80.66,29.32
80720,18.14,59.38,16.77,21.9,92.17,24.02
80730,19.73,55.74,27.09,20.94,60.73,62.77
80740,11.52,64.49,26.19,17.07,85.27,33.99
80750,13.6,61.71,22.41,11.84,98.54,11.02
80760,17.51,61.82,17.15,19.04,87.2,28.32
80770,14.2,60.03,16.96,19.92,88.17,22.94
80780,16.33,65.41,25.43,12.02,76.34,42.84
80790,10.92,54.29,22.22,10.97,88.28,10.11
80800,19.01,68.61,18.4,20.54,63.03,63.53
80810,17.81,61.92,17.93,22.11,93.27,26.5
80820,15.74,65.59,27.42,18.56,85.42,41.89
80830,10.39,63.85,15.19,12.57,68.49,33.5
80840,12.74,56.59,22.79,15.62,82.29,25.46
80850,10.96,50.31,25.03,15.43,98.96,2.77
80860,14.47,51.0,28.92,15.03,91.03,18.38
80870,17.65,60.05,18.12,19.61,63.18,52.26
80880,17.03,51.65,25.69,16.02,82.26,28.13
80890,19.49,59.83,17.54,13.48,65.54,44.81
80900,13.21,61.32,27.61,14.9,68.38,48.66
80910,11.35,50.92,29.55,16.6,99.08,9.35
80920,12.67,66.29,19.73,20.91,64.96,54.65
80930,11.04,52.11,21.13,16.15,95.14,5.29
80940,13.58,60.49,29.52,24.92,80.73,47.79
80950,16.95,57.41,19.27,14.83,85.64,22.82
80960,15.93,50.98,21.52,15.74,81.27,22.9
80970,19.53,56.77,21.03,11.74,91.39,17.68
80980,11.23,59.17,29.74,14.21,78.93,35.43
80990,15.83,53.91,27.29,12.86,99.32,10.58
81000,14.64,62.85,21.68,23.88,81.29,41.76
81010,11.24,61.64,25.95,16.18,79.43,35.58
81020,16.82,61.13,29.87,17.34,87.71,37.43
81030,10.19,64.88,22.81,12.81,74.81,35.87
81040,15.42,61.65,20.73,21.24,97.26,21.78
81050,17.87,69.71,28.46,22.11,78.59,59.56
81060,11.5,67.82,26.93,17.73,63.13,60.84
81070,10.4,51.28,17.89,10.93,88.23,2.27
81080,19.98,60.43,19.76,20.67,92.9,27.94
81090,17.82,56.68,22.23,20.82,80.02,37.53
81100,12.19,50.09,20.7,15.74,87.24,11.48
81110,11.63,57.2,29.59,16.83,84.22,31.03
81120,15.15,68.11,21.38,24.31,63.25,65.7
81130,13.69,53.95,22.98,16.11,86.22,20.51
81140,15.77,59.99,16.23,19.82,61.44,50.37
81150,15.27,55.0,28.93,24.11,75.72,47.58
81160,12.24,54.29,15.63,14.51,76.25,20.43
81170,15.63,63.74,26.06,19.39,79.58,45.24
81180,19.74,54.99,20.27,11.87,83.83,23.03
81190,10.84,62.66,16.22,22.55,74.79,37.48
81200,11.92,57.67,18.32,11.54,82.27,17.17
81210,12.58,69.24,24.17,16.11,62.74,59.37
81220,18.4,65.57,24.72,18.26,97.32,29.63
81230,18.0,68.21,25.68,23.3,94.58,40.6
81240,19.97,61.4,28.54,24.01,93.99,39.93
81250,16.68,69.31,20.43,24.42,87.58,43.25
81260,11.41,66.74,27.24,13.18,65.83,52.74
81270,18.15,59.94,21.29,16.86,76.87,39.37
81280,14.4,67.88,25.46,19.95,64.09,63.6
81290,17.96,67.83,15.64,22.94,78.15,46.22
81300,16.3,50.37,15.05,20.28,93.68,8.33
81310,10.7,65.51,22.68,18.11,91.84,25.16
81320,15.5,65.69,19.42,15.12,78.07,37.67
81330,11.78,68.7,20.32,12.5,91.79,21.5
81340,13.92,59.05,19.16,15.39,69.03,38.49
81350,12.02,57.89,21.19,11.58,60.5,42.17
81360,17.1,50.04,28.65,23.1,89.7,29.18
81370,14.33,64.01,20.04,11.08,93.23,16.23
81380,12.88,61.26,20.62,18.7,61.75,51.7
81390,12.15,59.82,15.11,15.66,85.85,16.89
81400,19.47,66.82,17.74,13.64,77.88,39.8
81410,12.93,54.2,19.89,16.15,62.69,40.49
81420,14.62,50.03,20.7,13.43,80.53,18.25
81430,15.38,69.37,24.76,18.4,92.99,34.92
81440,17.79,58.4,22.89,18.58,68.87,48.79
81450,18.61,66.1,25.25,20.02,98.0,31.98
81460,11.69,66.13,15.95,12.53,69.96,36.35
81470,15.1,58.72,27.22,24.81,74.46,51.38
81480,11.7,59.34,20.86,22.03,79.47,34.46
81490,12.09,63.01,18.91,23.68,74.55,43.13
81500,16.15,53.78,25.54,10.79,82.57,23.7
81510,13.55,62.36,21.37,10.19,63.44,44.03
81520,17.86,51.36,29.28,20.13,61.12,57.51
81530,10.87,56.58,17.55,15.29,88.12,12.17
81540,10.78,51.03,29.69,12.28,77.17,26.6
81550,16.51,63.35,23.32,19.67,82.19,40.66
81560,14.18,58.58,26.31,22.67,93.37,28.36
81570,19.4,53.91,25.41,11.23,69.63,40.32
81580,16.88,59.81,18.78,18.84,68.08,46.22
81590,11.31,67.11,17.18,11.07,64.86,41.8
81600,15.67,63.59,23.9,16.78,78.65,41.3
81610,18.36,52.52,22.5,10.04,60.45,42.98
81620,19.21,50.87,17.8,15.01,87.46,15.42
81630,17.88,64.17,21.55,11.6,77.82,37.39
81640,18.11,54.76,23.32,24.26,78.9,41.56
81650,15.04,56.3,17.15,15.16,76.75,26.89
81660,15.78,57.14,20.74,14.72,67.65,40.73
81670,10.14,56.2,20.1,12.85,83.64,15.65
81680,12.38,59.65,27.51,15.25,83.0,31.78
81690,12.29,60.75,17.98,12.25,96.52,6.75
81700,17.16,60.4,21.03,22.31,77.68,43.22
81710,14.36,62.83,27.24,17.05,64.5,56.97
81720,14.35,67.84,25.22,21.16,73.39,55.17
81730,12.17,62.29,24.69,22.92,80.15,41.92
81740,16.97,50.51,15.6,20.44,78.68,24.84
81750,13.1,55.66,29.21,13.85,98.26,13.55
81760,13.78,66.19,19.56,11.94,96.94,14.53
81770,19.69,56.54,27.56,23.1,67.44,59.45
81780,17.35,51.93,16.03,12.0,96.94,0.37
81790,13.63,68.14,29.56,11.85,71.87,51.32
81800,14.18,68.6,18.85,22.72,62.54,61.82
81810,16.06,57.25,15.52,24.74,78.99,34.58
81820,13.85,69.99,23.33,16.18,90.92,32.43
81830,13.32,69.99,29.57,19.64,65.1,67.43
81840,18.74,55.17,28.95,24.92,76.0,51.78
81850,15.27,64.45,19.95,13.62,67.0,46.28
81860,12.55,55.85,25.43,14.1,83.59,24.34
81870,14.52,58.87,29.8,15.15,87.44,30.9
81880,16.42,55.5,18.66,12.17,93.07,9.67
81890,14.01,62.53,15.16,14.27,76.61,29.35
81900,13.17,60.07,17.45,16.57,81.39,25.85
81910,13.58,65.6,15.06,22.44,65.06,51.62
81920,10.27,50.24,20.77,14.27,89.5,6.04
81930,17.81,54.21,22.34,23.3,61.78,55.89
81940,15.42,69.83,18.49,21.07,82.98,41.82
81950,13.99,60.63,17.44,10.33,85.48,16.91
81960,15.27,56.76,23.52,15.7,76.61,34.65
81970,14.79,62.55,23.49,15.19,64.17,51.84
81980,15.53,69.16,21.76,10.22,76.81,39.86
81990,16.19,57.64,25.7,11.0,73.23,37.29
82000,12.3,64.94,29.43,17.83,93.15,31.35
82010,13.31,53.8,17.52,23.57,93.57,14.63
82020,18.0,53.2,26.84,10.94,95.52,13.45
82030,10.67,59.14,17.86,15.49,99.01,4.15
82040,19.27,64.4,20.67,12.61,64.81,52.15
82050,16.03,56.05,15.54,10.66,76.24,22.04
82060,14.53,61.74,19.66,14.3,87.64,22.6
82070,19.56,68.05,20.07,22.59,93.02,37.24
82080,19.46,59.11,18.74,11.7,92.09,16.92
82090,10.76,64.43,19.33,15.99,70.9,39.6
82100,19.35,50.13,28.49,22.91,99.72,21.15
82110,13.26,66.62,24.19,20.26,93.18,31.16
82120,10.3,59.16,15.27,21.08,71.57,34.24
82130,13.42,54.82,17.1,24.67,90.67,19.33
82140,11.17,65.96,22.46,16.67,63.66,52.61
82150,10.01,53.39,17.09,11.18,60.34,31.33
82160,13.49,65.04,16.13,12.91,69.55,38.01
82170,10.09,58.01,17.31,19.13,99.34,5.19
82180,16.57,57.85,17.85,17.16,98.92,10.51
82190,12.86,61.11,23.44,19.45,60.38,56.47
82200,19.38,69.5,21.44,17.01,82.54,44.78
82210,16.34,51.86,22.39,19.67,96.97,13.29
82220,10.22,62.47,25.54,11.83,89.8,20.26
82230,10.95,58.72,18.35,14.13,87.15,14.99
82240,11.26,58.76,28.38,12.41,64.31,46.5
82250,11.2,51.26,24.71,21.35,82.89,25.63
82260,19.85,57.91,17.3,10.96,94.9,11.11
82270,17.3,69.24,25.93,22.89,68.48,66.89
82280,11.6,69.23,28.08,14.12,96.19,26.83
82290,12.2,53.65,19.13,15.26,92.89,7.34
82300,14.56,67.78,20.28,17.24,82.63,37.22
82310,12.15,65.9,27.62,23.52,98.21,30.99
82320,14.55,65.97,22.3,18.46,87.43,33.85
82330,12.63,58.37,27.32,22.4,69.77,50.96
82340,10.55,64.5,22.44,16.99,97.27,17.2
82350,18.1,66.65,16.93,14.32,97.13,18.86
82360,14.85,54.07,21.59,12.59,98.6,4.5
82370,11.36,50.35,24.38,17.86,65.37,38.58
82380,16.07,63.33,23.64,10.55,76.1,37.5
82390,16.39,63.37,27.0,15.8,81.13,41.42
82400,19.11,50.46,25.75,13.59,75.24,33.66
82410,17.79,62.41,17.33,15.54,99.82,13.25
82420,12.96,60.5,22.95,16.04,92.54,19.89
82430,15.75,69.71,21.19,15.04,92.09,29.6
82440,17.03,62.68,15.28,22.35,86.78,30.56
82450,17.77,59.36,16.9,13.62,77.87,29.78
82460,14.04,53.32,27.59,19.7,83.78,30.87
82470,19.37,66.72,25.24,13.07,68.92,55.47
82480,15.96,69.09,22.98,19.93,96.6,31.37
82490,18.06,50.39,21.82,23.32,97.36,16.23
82500,11.25,53.0,15.89,18.86,92.42,6.59
82510,15.91,54.41,28.57,22.0,65.09,55.8
82520,17.97,59.01,28.74,17.01,61.48,61.24
82530,13.69,58.24,26.35,11.28,63.09,46.47
82540,13.9,53.35,29.64,17.49,81.4,32.98
82550,11.08,65.23,23.59,24.79,98.17,26.53
82560,17.56,59.95,18.39,20.86,83.6,33.15
82570,11.3,66.69,23.21,24.2,83.05,42.35
82580,10.79,54.32,20.57,10.75,88.41,8.02
82590,16.21,63.88,21.08,17.46,69.65,48.97
82600,11.28,65.35,21.18,12.79,73.5,37.09
82610,18.34,68.71,20.68,11.23,78.08,40.88
82620,14.9,50.2,15.65,18.47,97.55,1.68
82630,14.59,57.43,18.36,13.55,72.37,31.57
82640,17.83,61.41,24.91,20.43,90.14,34.45
82650,18.4,69.83,21.45,17.51,88.86,38.33
82660,18.68,57.73,27.02,22.54,81.52,44.45
82670,19.94,58.52,20.02,24.61,65.88,57.21
